city_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,Praia Da Vitoria,38.7333,-27.0667,69.76,90,100,10.33,PT,2021-10-30 23:01:00
384,Kinango,-4.1372,39.3153,70.3,95,33,0.65,KE,2021-10-30 23:01:00
385,Kavaratti,10.5669,72.642,81.66,73,81,2.93,IN,2021-10-30 23:01:01
386,Pisco,-13.7,-76.2167,63.01,89,31,6.24,PE,2021-10-30 23:01:02
387,Puerto Escondido,15.85,-97.0667,82.6,77,83,3.24,MX,2021-10-30 23:01:02
388,Mulchen,-37.7167,-72.2333,69.78,52,100,4.63,CL,2021-10-30 23:00:51
389,Hamilton,39.1834,-84.5333,55.15,94,90,3.0,US,2021-10-30 23:00:30
390,Kutum,14.2,24.6667,73.71,19,25,9.73,SD,2021-10-30 23:01:03
391,Vallenar,-28.5708,-70.7581,74.43,36,1,5.23,CL,2021-10-30 23:01:04
392,Mentakab,3.4865,102.3516,72.61,99,94,2.35,MY,2021-10-30 23:01:04
393,Homer,59.6425,-151.5483,45.77,93,100,23.53,US,2021-10-30 23:01:05
394,Zhigansk,66.7697,123.3711,2.07,92,100,21.72,RU,2021-10-30 23:01:05
395,Salair,54.2312,85.7972,28.98,96,100,5.84,RU,2021-10-30 23:01:06
396,Male,4.1748,73.5089,81.97,71,54,13.0,MV,2021-10-30 23:01:06
397,Brae,60.3964,-1.353,48.11,91,100,13.24,GB,2021-10-30 23:01:06
398,Nushki,29.5542,66.0215,56.05,29,0,0.4,PK,2021-10-30 23:01:06
399,Liku,-0.7275,119.8922,76.26,91,98,1.3,ID,2021-10-30 23:01:07
400,Saint-Paul,-21.0096,55.2707,69.91,93,21,1.01,RE,2021-10-30 23:01:07
401,Iquique,-20.2208,-70.1431,62.64,76,46,3.22,CL,2021-10-30 22:58:00
402,Clyde River,70.4692,-68.5914,30.54,97,100,13.47,CA,2021-10-30 23:01:08
403,Tolbazy,54.0241,55.8825,41.76,94,99,9.24,RU,2021-10-30 23:01:08
404,Batticaloa,7.7102,81.6924,77.85,89,94,9.26,LK,2021-10-30 23:01:09
405,Tateyama,34.9833,139.8667,60.03,73,99,6.15,JP,2021-10-30 23:01:09
406,Santa Cruz Del Sur,20.7147,-77.9956,78.1,85,100,6.6,CU,2021-10-30 23:01:09
407,Upington,-28.4478,21.2561,71.62,27,1,6.64,ZA,2021-10-30 23:01:10
408,Sanmenxia,34.7747,111.1814,56.08,65,100,3.04,CN,2021-10-30 23:00:27
409,San Quintin,30.4833,-115.95,67.59,72,0,11.99,MX,2021-10-30 23:01:10
410,Gulu,2.7746,32.299,65.19,89,81,1.7,UG,2021-10-30 23:01:10
411,Buinsk,54.95,48.2833,48.96,91,100,10.25,RU,2021-10-30 23:01:11
412,Iranshahr,27.2025,60.6848,72.18,25,1,1.54,IR,2021-10-30 23:01:11
413,Verkhoyansk,67.5447,133.385,-15.3,100,51,2.33,RU,2021-10-30 23:01:11
414,Laguna,38.421,-121.4238,72.64,73,90,4.0,US,2021-10-30 23:01:12
415,Biltine,14.5333,20.9167,82.22,16,63,6.78,TD,2021-10-30 23:01:12
416,Poum,-20.2333,164.0167,76.08,69,14,4.79,NC,2021-10-30 23:01:12
417,Imeni Babushkina,59.7573,43.1285,42.89,91,100,6.35,RU,2021-10-30 23:01:13
418,Chicama,-7.8447,-79.1469,66.88,75,39,7.2,PE,2021-10-30 23:01:13
419,Hambantota,6.1241,81.1185,73.74,100,40,1.14,LK,2021-10-30 23:01:14
420,Fuyang,32.9,115.8167,58.66,67,77,4.99,CN,2021-10-30 23:01:14
421,Liepaja,56.5419,21.0367,50.05,76,71,8.05,LV,2021-10-30 23:01:14
422,Tuensang,26.2833,94.8333,58.8,90,49,2.46,IN,2021-10-30 23:01:15
423,Castlemaine,-37.0667,144.2167,57.04,59,1,3.09,AU,2021-10-30 23:01:15
424,Kahului,20.8947,-156.47,85.26,69,2,3.33,US,2021-10-30 23:00:13
425,Kirkkonummi,60.1238,24.4385,49.05,96,64,7.81,FI,2021-10-30 23:01:15
426,Manzil Salim,35.8567,8.4765,65.8,41,97,3.29,TN,2021-10-30 23:01:16
427,Veraval,20.9,70.3667,75.69,44,96,10.25,IN,2021-10-30 23:01:16
428,Marienburg,54.0359,19.0266,52.88,75,72,14.32,PL,2021-10-30 22:57:04
429,Biak,-0.9131,122.8766,78.24,80,100,1.88,ID,2021-10-30 23:01:16
430,Mecca,21.4267,39.8261,79.74,61,0,2.46,SA,2021-10-30 23:01:17
431,Nkoteng,4.5167,12.0333,67.5,98,98,1.12,CM,2021-10-30 23:01:17
432,Te Anau,-45.4167,167.7167,49.35,90,100,2.71,NZ,2021-10-30 23:01:18
433,Severnyy-Kospashskiy,59.0925,57.8008,31.6,100,100,2.37,RU,2021-10-30 23:01:18
434,Rio Gallegos,-51.6226,-69.2181,53.98,39,3,12.39,AR,2021-10-30 23:01:18
435,Sinnamary,5.3833,-52.95,79.18,83,14,6.49,GF,2021-10-30 23:01:19
436,Mangai,-4.05,19.5333,69.39,98,69,0.58,CD,2021-10-30 23:01:19
437,Hovd,48.0056,91.6419,34.72,47,99,5.55,MN,2021-10-30 23:01:20
438,Mindelo,16.8901,-24.9804,75.29,82,98,15.5,CV,2021-10-30 23:01:20
439,Aljezur,37.3191,-8.8033,68.81,95,99,15.26,PT,2021-10-30 23:01:20
440,Gonen,40.1049,27.654,59.02,46,66,5.39,TR,2021-10-30 23:01:21
441,Massaguet,12.4755,15.4365,83.52,14,25,6.98,TD,2021-10-30 23:01:21
442,Kitimat,54.0524,-128.6534,45.91,63,99,4.9,CA,2021-10-30 23:01:21
443,Rute,37.3269,-4.3683,65.34,85,100,10.56,ES,2021-10-30 23:01:22
444,Vermillion,42.7794,-96.9292,59.52,68,21,19.04,US,2021-10-30 22:57:25
445,Coihaique,-45.5752,-72.0662,49.8,54,0,4.32,CL,2021-10-30 23:01:22
446,San Juan,-31.5375,-68.5364,81.32,34,9,21.77,AR,2021-10-30 22:59:42
447,Broome,42.2506,-75.833,55.02,77,89,3.0,US,2021-10-30 23:01:22
448,Bonavista,48.6499,-53.1147,40.12,66,1,1.41,CA,2021-10-30 23:01:23
449,Mayor Pablo Lagerenza,-19.9309,-60.7718,84.0,54,62,3.91,PY,2021-10-30 23:01:23
450,Zonguldak,41.25,31.8333,45.14,62,0,4.52,TR,2021-10-30 23:01:23
451,Merauke,-8.4667,140.3333,83.35,73,86,7.61,ID,2021-10-30 23:01:24
452,Kuusamo,65.9667,29.1833,41.04,100,90,9.22,FI,2021-10-30 23:01:24
453,San Pedro,14.35,121.0167,82.09,73,51,11.41,PH,2021-10-30 23:01:24
454,Masty,53.4122,24.5387,47.39,68,6,14.25,BY,2021-10-30 23:01:25
455,Talnakh,69.4865,88.3972,12.16,96,100,4.81,RU,2021-10-30 23:01:25
456,Auki,-8.7676,160.7034,85.5,65,97,2.68,SB,2021-10-30 23:01:25
457,Saint-Ambroise,48.5501,-71.3324,48.58,69,89,7.56,CA,2021-10-30 23:01:26
458,Soc Trang,9.6033,105.98,76.96,88,82,8.05,VN,2021-10-30 23:01:26
459,Penzance,50.1186,-5.5371,54.61,81,100,30.36,GB,2021-10-30 23:01:26
460,Shaunavon,49.6501,-108.4181,34.66,45,72,13.78,CA,2021-10-30 23:01:27
461,Chabahar,25.2919,60.643,81.03,49,1,2.71,IR,2021-10-30 23:01:27
462,Northam,51.0333,-4.2167,56.01,90,67,19.1,GB,2021-10-30 23:01:27
463,Berlevag,70.8578,29.0864,39.07,75,98,9.84,NO,2021-10-30 23:01:28
464,Indore,22.7179,75.8333,61.12,55,69,3.71,IN,2021-10-30 23:01:28
465,Naryan-Mar,67.6713,53.087,17.42,92,100,13.49,RU,2021-10-30 23:01:29
466,Nemuro,43.3236,145.575,51.84,73,69,8.57,JP,2021-10-30 23:01:29
467,Bucerias,20.75,-105.3333,84.97,82,22,3.91,MX,2021-10-30 22:57:49
468,Binga,-17.6203,27.3414,75.83,56,16,1.99,ZW,2021-10-30 23:01:29
469,Mount Isa,-20.7333,139.5,78.57,22,75,11.5,AU,2021-10-30 23:00:39
470,Nanga Eboko,4.6833,12.3667,67.64,97,92,1.72,CM,2021-10-30 23:01:30
471,Mmabatho,-25.85,25.6333,62.42,33,0,8.79,ZA,2021-10-30 23:01:30
472,Savannah Bight,16.45,-85.85,81.0,62,54,14.65,HN,2021-10-30 23:01:30
473,Irbil,36.1926,44.0106,65.75,68,100,13.33,IQ,2021-10-30 23:00:32
474,Samarai,-10.6167,150.6667,83.28,78,99,13.8,PG,2021-10-30 23:01:31
475,Lahij,13.1667,44.5833,76.75,69,50,8.84,YE,2021-10-30 23:01:31
476,Manado,1.487,124.8455,75.97,94,40,1.14,ID,2021-10-30 23:01:32
477,Bacolod,10.6667,122.95,79.12,86,100,13.58,PH,2021-10-30 23:01:32
478,Yeppoon,-23.1333,150.7333,82.18,62,23,5.77,AU,2021-10-30 23:01:32
479,Belaya Gora,68.5333,146.4167,0.68,98,100,3.67,RU,2021-10-30 23:01:33
480,El Alto,-4.2714,-81.2147,67.24,74,22,14.23,PE,2021-10-30 23:01:33
481,Shubarshi,48.5872,57.1869,40.05,79,66,8.41,KZ,2021-10-30 23:01:33
482,Nortelandia,-14.4547,-56.8028,81.95,55,53,1.28,BR,2021-10-30 23:01:34
483,Bakchar,57.0186,82.0711,26.94,57,100,7.54,RU,2021-10-30 23:01:34
484,High Level,58.5169,-117.136,34.29,56,0,3.62,CA,2021-10-30 23:01:34
485,Novosysoyevka,44.235,133.3642,44.02,77,97,1.92,RU,2021-10-30 23:01:35
486,Marang,5.2056,103.2059,76.48,87,43,3.98,MY,2021-10-30 23:01:35
487,Maningrida,-12.0667,134.2667,85.73,65,98,6.4,AU,2021-10-30 23:01:35
488,Camabatela,-8.1881,15.375,63.64,99,100,3.98,AO,2021-10-30 23:01:36
489,Hualmay,-11.0964,-77.6139,64.72,79,88,8.14,PE,2021-10-30 23:01:36
490,Gorontalo,0.5412,123.0595,78.28,86,98,2.04,ID,2021-10-30 23:01:36
491,Nago,26.5881,127.9761,73.47,69,4,7.09,JP,2021-10-30 23:01:37
492,Katherine,-14.4667,132.2667,84.52,65,30,5.75,AU,2021-10-30 23:01:37
493,Beppu,33.2736,131.4919,57.49,95,99,1.74,JP,2021-10-30 23:01:37
494,Nhamunda,-2.1861,-56.7131,79.61,69,37,2.55,BR,2021-10-30 23:01:38
495,Requena,39.4883,-1.1004,64.71,90,100,21.34,ES,2021-10-30 23:01:38
496,Ambilobe,-13.2,49.05,74.43,83,85,1.99,MG,2021-10-30 23:01:39
497,Krasnyy Sulin,47.8922,40.0704,40.28,72,0,5.86,RU,2021-10-30 23:01:39
498,Sampit,-2.5333,112.95,74.37,91,89,2.04,ID,2021-10-30 22:59:24
499,Great Yarmouth,52.6083,1.7305,48.02,88,45,10.92,GB,2021-10-30 23:01:39
500,Bartica,6.4,-58.6167,74.73,98,70,2.93,GY,2021-10-30 23:01:40
501,Canto Do Buriti,-8.11,-42.9444,84.33,33,40,3.91,BR,2021-10-30 23:01:40
502,Cabinda,-5.55,12.2,77.56,86,91,8.52,AO,2021-10-30 23:01:40
503,Saint-Augustin,51.226,-58.6502,43.97,60,9,2.57,CA,2021-10-30 23:01:41
504,Porto Santo,33.072,-16.3415,71.98,83,20,14.97,PT,2021-10-30 22:59:11
505,San Andres,12.5847,-81.7006,83.03,76,80,15.61,CO,2021-10-30 23:01:41
506,Fort Nelson,58.8053,-122.7002,38.26,41,7,1.21,CA,2021-10-30 23:00:33
507,Broken Hill,-31.95,141.4333,60.15,26,97,11.77,AU,2021-10-30 23:01:42
508,Neropolis,-16.4064,-49.2186,68.58,89,89,3.22,BR,2021-10-30 23:01:42
509,Enid,36.3956,-97.8784,67.01,36,0,4.74,US,2021-10-30 22:57:28
510,Palana,59.1167,159.9667,20.46,84,85,4.29,RU,2021-10-30 23:01:42
511,Ornskoldsvik,63.2909,18.7153,43.75,100,90,2.3,SE,2021-10-30 23:01:43
512,Valleyview,55.0667,-117.2859,37.29,38,1,4.76,CA,2021-10-30 23:01:43
513,Birobidzhan,48.8,132.95,37.33,51,91,4.68,RU,2021-10-30 23:01:43
514,Husavik,66.0449,-17.3389,39.11,89,100,17.94,IS,2021-10-30 22:57:15
515,Kushmurun,52.4503,64.6311,42.22,79,100,18.23,KZ,2021-10-30 23:01:44
516,Khandyga,62.6667,135.6,-10.25,100,100,1.3,RU,2021-10-30 23:01:44
517,Ukiah,39.1502,-123.2078,66.52,54,20,8.05,US,2021-10-30 23:01:45
518,Ahipara,-35.1667,173.1667,62.62,78,100,7.58,NZ,2021-10-30 23:01:45
519,Wilmington,34.2257,-77.9447,63.91,66,11,1.99,US,2021-10-30 22:59:16
520,Tucuman,-26.8241,-65.2226,77.45,67,27,4.63,AR,2021-10-30 23:01:46
521,Nanakuli,21.3906,-158.1547,85.03,69,24,3.67,US,2021-10-30 23:01:46
522,Giyon,8.5333,37.9833,55.44,49,60,12.5,ET,2021-10-30 23:01:46
523,Vestmannaeyjar,63.4427,-20.2734,43.68,77,84,3.69,IS,2021-10-30 23:01:47
524,Port Hardy,50.6996,-127.4199,45.75,53,50,2.93,CA,2021-10-30 23:01:47
525,Paamiut,61.994,-49.6678,31.53,79,86,13.04,GL,2021-10-30 23:01:47
526,Mao,39.8885,4.2658,70.36,88,75,5.75,ES,2021-10-30 23:00:31
527,Kharp,66.8014,65.8081,2.7,88,11,8.61,RU,2021-10-30 23:01:48
528,Tsagan Aman,47.5639,46.7218,39.61,78,0,1.68,RU,2021-10-30 23:01:48
529,Baza,37.4907,-2.7726,66.58,70,96,18.01,ES,2021-10-30 23:01:48
530,Elko,41.0002,-115.5012,65.73,44,100,1.99,US,2021-10-30 23:00:33
531,Lasa,46.6166,10.7002,48.94,89,100,2.8,IT,2021-10-30 23:01:49
532,Chadiza,-14.0678,32.4392,69.58,35,1,3.29,ZM,2021-10-30 23:01:49
533,Tashtagol,52.7657,87.8894,30.02,98,100,3.53,RU,2021-10-30 23:01:49
534,San Angelo,31.4638,-100.437,84.33,22,1,3.0,US,2021-10-30 23:01:50
535,Bowmore,34.9421,-79.3031,60.69,84,1,5.75,US,2021-10-30 23:01:50
536,Port Blair,11.6667,92.75,80.47,81,99,4.07,IN,2021-10-30 23:01:51
537,Port Hedland,-20.3167,118.5667,73.45,83,0,10.36,AU,2021-10-30 23:01:51
538,West Wendover,40.7391,-114.0733,59.77,41,100,3.31,US,2021-10-30 22:57:45
539,Mirabad,30.4362,61.8383,67.37,27,5,9.84,AF,2021-10-30 23:01:52
540,Hurghada,27.2574,33.8129,73.44,56,0,5.75,EG,2021-10-30 22:57:03
541,Tsumeb,-19.2333,17.7167,77.13,22,30,14.56,NA,2021-10-30 23:01:52
542,Ratnagiri,16.9833,73.3,80.15,66,63,5.12,IN,2021-10-30 23:01:52
543,Ullapool,57.8987,-5.1604,47.35,90,32,7.29,GB,2021-10-30 23:01:53
544,Bukama,-9.2,25.85,69.73,93,87,2.44,CD,2021-10-30 23:01:53
545,Buraydah,26.326,43.975,72.21,37,0,10.07,SA,2021-10-30 23:01:53
546,Liverpool,53.4106,-2.9779,47.62,87,0,3.0,GB,2021-10-30 23:00:45
547,Westport,41.1415,-73.3579,59.81,94,94,5.01,US,2021-10-30 23:01:01
548,Vostok,46.4856,135.8833,36.81,77,100,0.25,RU,2021-10-30 23:01:54
549,Kungurtug,50.5994,97.5228,26.38,71,47,2.82,RU,2021-10-30 23:01:54
550,Troyes,48.3333,4.0833,55.74,93,0,2.3,FR,2021-10-30 23:01:55
551,Koumra,8.9126,17.5539,77.2,56,98,3.42,TD,2021-10-30 23:01:55
552,Nocupetaro,19.05,-101.15,82.04,68,27,2.06,MX,2021-10-30 23:01:55
553,Varhaug,58.6147,5.6457,52.9,89,100,22.41,NO,2021-10-30 23:01:56
554,Terrace,54.5163,-128.6035,45.43,56,92,1.88,CA,2021-10-30 23:01:56
555,Boa Vista,2.8197,-60.6733,89.58,51,40,6.91,BR,2021-10-30 23:00:36
556,Aykino,62.2248,49.9922,29.5,97,99,3.51,RU,2021-10-30 23:01:56
557,Marrakesh,31.6315,-8.0083,68.07,42,0,4.61,MA,2021-10-30 22:57:04
558,Diego De Almagro,-26.3667,-70.05,73.62,19,0,5.86,CL,2021-10-30 23:01:23
559,Jining,35.405,116.5814,56.23,65,68,3.53,CN,2021-10-30 23:01:57
560,Ambanja,-13.6833,48.45,73.38,83,91,2.35,MG,2021-10-30 23:01:57
561,Alanya,36.5438,31.9998,64.53,51,99,2.68,TR,2021-10-30 23:01:58
562,Port Hawkesbury,45.6169,-61.3485,49.59,89,18,1.99,CA,2021-10-30 23:01:58
563,Mandya,12.5242,76.8958,67.96,97,88,6.15,IN,2021-10-30 23:01:58
564,Goba,7.0167,39.9833,45.32,63,80,4.05,ET,2021-10-30 23:01:59
565,San Ramon,37.7799,-121.978,69.26,83,75,1.99,US,2021-10-30 23:01:06
566,Manono,-7.3,27.4167,69.57,97,89,2.3,CD,2021-10-30 23:01:59
567,Beringovskiy,63.05,179.3167,8.06,94,98,19.04,RU,2021-10-30 23:02:00
568,Valentin Gomez Farias,28.2167,-106.5833,77.38,13,1,6.89,MX,2021-10-30 23:02:00
569,Santa Isabel Do Rio Negro,-0.4139,-65.0192,80.49,73,87,0.34,BR,2021-10-30 23:02:01
570,Okhotsk,59.3833,143.3,11.17,70,14,23.69,RU,2021-10-30 23:02:01
571,Sadat,25.6833,83.2833,67.57,70,20,4.61,IN,2021-10-30 23:02:02
572,Sao Marcos,-28.9711,-51.0681,67.57,89,92,6.58,BR,2021-10-30 23:02:02
573,Fukue,32.6881,128.8419,67.91,67,4,14.58,JP,2021-10-30 23:02:03
574,Muskegon,43.3,-86.1334,53.78,78,90,4.61,US,2021-10-30 23:02:03
575,Alice Springs,-23.7,133.8833,63.95,59,90,1.14,AU,2021-10-30 23:02:04
